Position,Const,Created,Modified,Description,Name,Known For,Birth Date
621,nm2838453,2017-11-28,2017-11-28,,Sherry Richards,The Passage,
622,nm0008651,2017-11-28,2017-11-28,,Donzaleigh Abernathy,Any Day Now,1957-08-05
623,nm2193008,2017-11-28,2017-11-28,,Sydney Park,Pretty Little Liars: The Perfectionists,1997-10-31
624,nm2262389,2017-11-28,2017-11-28,,Deja Dee,Queen Sugar,
625,nm4147363,2017-11-28,2017-11-28,,Amy Dionne,The Summoning,
626,nm0281693,2017-11-28,2017-11-28,,Jaqueline Fleming,The Quad,1977-09-10
627,nm4730779,2017-11-28,2017-11-28,,Maia Moss-Fife,Miracles from Heaven,
628,nm3652549,2017-11-28,2017-11-28,,Shannon Brinson,Rite of Passage: The Steamfunk Movie,
629,nm6060661,2017-11-28,2017-11-28,,AirRese Marie,Anonymous Caller,
630,nm6312012,2017-11-28,2017-11-28,,Tamara A. Bruno,The Walking Dead,
631,nm6312011,2017-11-28,2017-11-28,,Tatiana A. Bruno,The Walking Dead,
632,nm7839138,2017-11-28,2017-11-28,,Chatejah George,Com·pli·cat·ed,
633,nm3340597,2017-11-28,2017-11-28,,Betty Gabriel,The Purge: Election Year,1981-01-06
634,nm4627674,2017-11-28,2017-11-28,,Cariella Smith,Happy Death Day,
635,nm2143282,2018-03-13,2018-03-13,,Lupita Nyong'o,12 Years a Slave,1983-03-01
636,nm1775091,2018-03-13,2018-03-13,,Danai Gurira,Black Panther,1978-02-14
637,nm4004793,2018-03-13,2018-03-13,,Letitia Wright,Black Panther,1993-10-31
638,nm0441042,2018-03-13,2018-03-13,,Florence Kasumba,Captain America: Civil War,1976-10-26
639,nm8852246,2018-03-13,2018-03-13,,Nabiyah Be,Black Panther,
640,nm0158448,2018-03-13,2018-03-13,,Connie Chiume,Black Panther,
641,nm7262074,2018-03-13,2018-03-13,,Dorothy Steel,Black Panther,1926-02-23
642,nm1999504,2018-03-13,2018-03-13,,Sydelle Noel,GLOW,
643,nm6112965,2018-03-13,2018-03-13,,Marija Juliette Abney,Black Panther,
644,nm6880265,2018-03-13,2018-03-13,,Zola Williams,Avengers: Endgame,
645,nm3821861,2018-03-13,2018-03-13,,Janeshia Adams-Ginyard,Avengers: Endgame,
646,nm6672490,2018-03-13,2018-03-13,,Maria Hippolyte,Black Panther,
647,nm5719611,2018-03-13,2018-03-13,,Marie Mouroum,Black Panther,
648,nm3565493,2018-03-13,2018-03-13,,Jénel Stevens,Black Panther,
649,nm3571491,2018-03-13,2018-03-13,,Sope Aluko,Black Panther,
650,nm8189246,2018-03-13,2018-03-13,,Shaunette Renée Wilson,Black Panther,
651,nm3900049,2018-03-13,2018-03-13,,Christine Hollingsworth,Black Panther,
652,nm3636697,2018-03-13,2018-03-13,,Sasha Morfaw,Black Panther,
653,nm6951875,2018-03-13,2018-03-13,,Alexis Louder,The Tomorrow War,
654,nm8669303,2018-03-13,2018-03-13,,Zenzi Williams,Black Panther,
655,nm7736654,2018-03-13,2018-03-13,,Carrie Bernans,High Heel,
656,nm8987091,2018-03-13,2018-03-13,,Teneisha Campbell,Black Panther,
657,nm6983144,2018-03-13,2018-03-13,,Lidya Jewett,Good Girls,
658,nm7413072,2018-03-13,2018-03-13,,Maritalyn Koulebetouba,Escaped to Tell,
659,nm4094023,2018-05-16,2018-05-16,,Corbin Reid,How to Get Away with Murder,1988-02-03
660,nm2325775,2018-05-16,2018-05-16,,Nicolette Robinson,The Affair,1988-04-18
661,nm1534733,2018-05-16,2018-05-16,,Pippa Bennett-Warner,Gangs of London,1988-07-23
662,nm5282007,2018-05-16,2018-05-16,,Ana Foxx,Tangerine,1988-10-29
663,nm1010658,2018-05-16,2018-05-16,,Sarah Barrable-Tishauer,Degrassi: The Next Generation,1988-07-06
664,nm4788703,2018-05-16,2018-05-16,,Joan Smalls,Set It Up,1988-07-11
665,nm3033702,2018-05-16,2018-05-16,,Comfort Fedoke,Footloose,1988-05-20
666,nm2323084,2018-05-16,2018-05-16,,Lesley Anne Mitchell,Knowing,1988-08-05
667,nm4915326,2018-05-16,2018-05-16,,Simone Boyce,Orange Is the New Black,1988-01-21
668,nm5739313,2018-05-16,2018-05-16,,Ashley Love-Mills,Too Close to Home,1988-09-19
669,nm5807594,2018-05-16,2018-05-16,,Teisha Speight,Atlanta,1988-10-20
670,nm5347988,2018-05-18,2018-05-18,,Taylor Russell,Waves,1994-07-18
671,nm5506401,2018-05-18,2018-05-18,,Jasmin Savoy Brown,The Leftovers,1994-03-21
672,nm4088627,2018-05-18,2018-05-18,,Jessica Sula,Split,1994-05-03
673,nm6663210,2018-05-18,2018-05-18,,Winnie Harlow,Jungle Red,1994-07-27
674,nm3596959,2018-05-18,2018-05-18,,Jaz Sinclair,Chilling Adventures of Sabrina,1994-07-22
675,nm1010724,2018-05-18,2018-05-18,,Corinne Foxx,Beat Shazam,1994-02-15
676,nm7601638,2018-05-18,2018-05-18,,Kira Noir,After Dark,1994-07-16
677,nm7795985,2018-05-18,2018-05-18,,Ashley John,Looch,1994-04-20
678,nm6642474,2018-05-18,2018-05-18,,Asia Jackson,Modern Family,1994-05-25
679,nm1009484,2018-05-18,2018-05-18,,Taylor Love,Most Dangerous Game,1994-12-19
680,nm6145628,2018-05-18,2018-05-18,,Malaika Firth,Prada: Spring/Summer 2014 Women's Advertising Campaign,1994-03-23
681,nm9551112,2018-05-18,2018-05-18,,Karmen Roze,Wavy Baby,1994-07-29
682,nm8297546,2018-05-18,2018-05-18,,Laphea Coleman,The Big Bang Theory,1994-10-28
683,nm6206228,2018-05-18,2018-05-18,,Ali Stolar,Faded,1994-07-15
684,nm2588426,2018-05-18,2018-05-18,,Harlie Vaughn,Some Guy Who Kills People,1994-06-25
685,nm5637553,2018-05-18,2018-05-18,,Laura Harrier,Spider-Man: Homecoming,1990-03-28
686,nm3948190,2018-05-18,2018-05-18,,Michaela Coel,Chewing Gum,1987-10-01
687,nm4772366,2018-05-18,2018-05-18,,Yvonne Orji,Insecure,
688,nm4942987,2018-05-18,2018-05-18,,Erica Michelle Singleton,The Quad,
689,nm7604293,2018-05-18,2018-05-18,,Kelli Pardo,Finding Carter,
690,nm1264672,2018-05-18,2018-05-18,,Christine Horn,American Crime Story,
691,nm3593414,2018-05-18,2018-05-18,,Brittany S. Hall,Ballers,
692,nm5329084,2018-05-18,2018-05-18,,Tracey Graves,The Wedding Ringer,
693,nm4636131,2018-05-18,2018-05-18,,Coco Jones,Good Luck Charlie,1998-01-04
694,nm8568732,2018-05-18,2018-05-18,,Tanyell Waivers,Ma,1990-01-06
695,nm1040389,2018-05-18,2018-05-18,,Milauna Jackson,Strike Back,1976-08-08
696,nm3468825,2018-05-18,2018-05-18,,Dawntavia Bullard,"Big Mommas: Like Father, Like Son",
697,nm6154783,2018-05-18,2018-05-18,,Murray Gray,The Unicorn,1990-01-28
698,nm5363540,2018-05-18,2018-05-18,,Heather Paige Cohn,Minutes to Midnight,1990-02-20
699,nm0605081,2018-05-20,2018-05-20,,Vanessa Morgan,Riverdale,1992-03-23
700,nm4169922,2018-05-20,2018-05-20,,Kiersey Clemons,Dope,1993-12-17
701,nm5114966,2018-05-20,2018-05-20,,Maisie Richardson-Sellers,The Kissing Booth 2,1992-03-02
702,nm0114499,2018-05-20,2018-05-20,,Rhyon Nicole Brown,Empire,1992-10-06
703,nm0571321,2018-05-20,2018-05-20,,Parker McKenna Posey,My Wife and Kids,1995-08-18
704,nm4946636,2018-05-20,2018-05-20,,Ciara Renée,The Flash,1990-10-19
705,nm4162863,2018-05-20,2018-05-20,,Britne Oldford,Hunters,1992-07-23
706,nm5050435,2018-05-20,2018-05-20,,Nesta Cooper,Bliss,1993-12-11
707,nm3629113,2018-05-20,2018-05-20,,Ryan Destiny,Star,1995-01-08
708,nm5435984,2018-05-20,2018-05-20,,Jourdan Dunn,Zoolander 2,1990-08-03
709,nm2069734,2018-05-20,2018-05-20,,Kylee Russell,Z-O-M-B-I-E-S,1996-10-08
710,nm3345344,2018-05-20,2018-05-20,,Pepi Sonuga,Famous in Love,1993-09-08
711,nm0020248,2018-05-20,2018-05-20,,Aleisha Allen,The School of Rock,1991-04-28
712,nm1352900,2018-05-20,2018-05-20,,Chloe Bailey,Last Holiday,1998-07-01
713,nm1970053,2018-05-20,2018-05-20,,Hannah Hodson,Hawthorne,1991-09-10
714,nm6385603,2018-05-20,2018-05-20,,Camille Hyde,American Vandal,1993-11-11
715,nm1911958,2018-05-20,2018-05-20,,Teala Dunn,Are We There Yet?,1996-12-08
716,nm1800934,2018-05-20,2018-05-20,,Greta Onieogou,Fever Pitch,1991-03-14
717,nm3666749,2018-05-20,2018-05-20,,Taylour Paige,Ma Rainey's Black Bottom,1990-10-05
718,nm5169583,2018-05-20,2018-05-20,,Diona Reasonover,NCIS: Naval Criminal Investigative Service,1992-01-06
719,nm0434186,2018-05-20,2018-05-20,,Tinashe,Out of Jimmy's Head,1993-02-06
720,nm2215967,2018-05-20,2018-05-20,,Shanica Knowles,Hannah Montana,1990-11-17
721,nm2315236,2018-05-20,2018-05-20,,Olive Gray,Half Moon Investigations,1994-12-16
722,nm1571692,2018-05-20,2018-05-20,,Chelsea Harris,Top Gun: Maverick,1990-03-30
723,nm2493428,2018-05-20,2018-05-20,,Aeriél Miranda,Straight Outta Compton,1992-04-03
724,nm3507235,2018-05-20,2018-05-20,,Shareena Clanton,Wentworth,1990-06-09
725,nm1549953,2018-05-20,2018-05-20,,Ambrosia Kelley,Kill Bill: Vol. 1,1995-10-04
726,nm4678868,2018-05-20,2018-05-20,,Skye Townsend,8 Days a Week,1993-09-01
727,nm2409665,2018-05-20,2018-05-20,,Kiana Ledé,Scream: The TV Series,1997-04-03
728,nm6758613,2018-05-20,2018-05-20,,Rayven Symone Ferrell,All Eyez on Me,1995-09-02
729,nm1440133,2018-05-20,2018-05-20,,Maryam Hassan,The School of Rock,1993-01-27
730,nm1307327,2018-05-20,2018-05-20,,Aree Davis,The Haunted Mansion,1991-02-19
731,nm2049911,2018-05-20,2018-05-20,,Zoë Robins,Power Rangers Ninja Steel,1993-02-19
732,nm8212878,2018-05-20,2018-05-20,,Ella Balinska,Charlie's Angels,1996-10-04
733,nm1505497,2018-05-20,2018-05-20,,Alexis Llewellyn,The Chronicles of Riddick,1996-05-17
734,nm1553945,2018-05-20,2018-05-20,,Chelsea Tavares,Fright Night,1991-09-22
735,nm1599884,2018-05-20,2018-05-20,,Cheyenne Haynes,Camping,1995-07-19
736,nm6569232,2018-05-20,2018-05-20,,Ashlei Sharpe Chestnut,Homeland,1992-08-09
737,nm3371204,2018-05-20,2018-05-20,,Katlynn Simone,Empire,1995-10-30
738,nm1793169,2018-05-20,2018-05-20,,Tiffany Evans,Diary of a Mad Black Woman,1992-08-04
739,nm4889845,2018-05-20,2018-05-20,,Alexandra Grey,MacGyver,1991-01-04
740,nm1165344,2018-05-20,2018-05-20,,Dominique Jackson,The Hitchhiker's Guide to the Galaxy,1991-12-03
741,nm7153885,2018-05-20,2018-05-20,,Brittney Aleah,Wonder Woman 1984,1990-08-15
742,nm4317522,2018-05-20,2018-05-20,,Leah Monet,The Bobby DeBarge Story,1998-10-22
743,nm0993413,2018-05-20,2018-05-20,,Dee Dee Davis,The Bernie Mac Show,1996-04-17
744,nm4532380,2018-05-20,2018-05-20,,Normani,"Love, Simon",1996-05-31
745,nm2637703,2018-05-20,2018-05-20,,Leigh Danso,Siren,1990-04-26
746,nm1502417,2018-05-20,2018-05-20,,Jamia Simone Nash,August Rush,1996-08-21
747,nm2933580,2018-05-20,2018-05-20,,Alexis Jordan,Abduction,1992-04-07
748,nm5991599,2018-05-20,2018-05-20,,Chanell Heart,Secrets & Seductions,1993-07-02
749,nm7054301,2018-05-20,2018-05-20,,Abiola Ogunbiyi,Jamestown,1990-04-16
750,nm4477795,2018-05-20,2018-05-20,,Belinda Owino,The Hateful Eight,1993-02-03
751,nm1413120,2018-05-20,2018-05-20,,Jasmine Richards,Camp Rock,1990-06-28
752,nm2115223,2018-05-20,2018-05-20,,Stevanna Jackson,Zoey 101,1990-06-17
753,nm2365756,2018-05-20,2018-05-20,,Arika Gluck,Mirrors,1998-07-22
754,nm4386140,2018-05-20,2018-05-20,,Bernadette Beck,Riverdale,1994-05-23
755,nm4847833,2018-05-22,2018-05-22,,Bianca Red Arrow,Cross Wars,1998-06-30
756,nm3622157,2018-05-22,2018-05-22,,Andrea Ellsworth,#BlackAF,1995-01-02
757,nm3463325,2018-05-22,2018-05-22,,Olivia Washington,The Butler,1991-04-10
758,nm3439043,2018-05-22,2018-05-22,,Treshelle Edmond,Jay and Silent Bob Reboot,1990-09-10
759,nm2260999,2018-05-22,2018-05-22,,Mariah Iman Wilson,Dreamgirls,1994-11-03
760,nm3392295,2018-05-22,2018-05-22,,Shenell Edmonds,Roxanne Roxanne,1994-04-26
761,nm1156144,2018-05-22,2018-05-22,,Aysia Polk,JAG,1990-08-10
762,nm5410956,2018-05-22,2018-05-22,,Sharrie McCain,Swagger,1990-10-26
763,nm7837649,2018-05-22,2018-05-22,,Desarae A. Dotson,Run Hide Fight,1998-12-02
764,nm1982086,2018-05-22,2018-05-22,,China Anderson,Norbit,1999-09-29
765,nm1863901,2018-05-22,2018-05-22,,Sahara Ware,Eleventh Hour,1991-06-05
766,nm8331402,2018-05-22,2018-05-22,,Aleia Kristene,72 Hours,1995-02-11
767,nm7297404,2018-05-22,2018-05-22,,Noveen Crumbie,E! True Hollywood Story,1991-04-16
768,nm1167112,2018-05-22,2018-05-22,,Jordan Nia Elizabeth,Far from Heaven,1990-06-07
769,nm8045800,2018-05-22,2018-05-22,,Vivian Oparah,Class,1996-12-30
770,nm1735127,2018-05-22,2018-05-22,,LaShawn Jefferies,The Backyardigans,1994-12-24
771,nm4250373,2018-05-22,2018-05-22,,Clarissa Thibeaux,Runaways,1990-08-23
772,nm8840336,2018-05-22,2018-05-22,,Reign Ayanna,Animal Kingdom,1993-10-24
773,nm7407796,2018-05-22,2018-05-22,,Miracle Davis,A Tale of Two Burglars,1991-10-21
774,nm3809315,2018-05-22,2018-05-22,,Reilly Brooke Stith,Orange Is the New Black,1990-11-13
775,nm3764562,2018-05-22,2018-05-22,,Asjha Cooper,Everybody Wants Some!!,1993-07-17
776,nm2363472,2018-05-22,2018-05-22,,True Whitaker,,1998-07-02
777,nm7080280,2018-05-22,2018-05-22,,Denisha Gillespie,Avengers: Endgame,1992-01-20
778,nm0064438,2018-05-22,2018-05-22,,Sydni Beaudoin,Spawn,1990-02-02
779,nm8163264,2018-05-22,2018-05-22,,Dominique Mari,MacGyver,1992-10-30
780,nm3345660,2018-05-22,2018-05-22,,Meosha Bean,Anatomy of an Antihero: Redemption,1990-03-22
781,nm1728392,2018-05-22,2018-05-22,,Destiny Edmond,Marilyn Hotchkiss' Ballroom Dancing & Charm School,1990-12-20
782,nm8565845,2018-05-22,2018-05-22,,Bethany Antonia,Get Even,1997-12-25
783,nm0108717,2018-05-22,2018-05-22,,Brooke Marie Bridges,The Limey,1991-08-05
784,nm9018863,2018-05-22,2018-05-22,,Elizabeth Bluhm,Joker,1999-03-31
785,nm1555744,2018-05-22,2018-05-22,,Nicole Lynnae Sullivan,Pretty Little Liars,1992-01-22
786,nm2797265,2018-05-22,2018-05-22,,Jamie Grace,The Jamie Grace Show,1991-11-25
787,nm1840734,2018-05-22,2018-05-22,,Ca'Shawn Sims,Funny People,1991-04-28
788,nm3951266,2018-05-22,2018-05-22,,Courtney Brown,My Dog Skip,1992-06-07
789,nm2256369,2018-05-22,2018-05-22,,Alana Ethridge,The Silencer & the Sky,1997-05-18
790,nm2396351,2018-05-22,2018-05-22,,Nicki Whitely,Betty and Coretta,1990-08-14
791,nm2584877,2018-05-22,2018-05-22,,Choice Plasencia,Destination,1998-06-03
792,nm9700609,2018-05-22,2018-05-22,,Jorja Smith,Jorja Smith: Where Did I Go?,1997-06-11
793,nm6654991,2018-05-22,2018-05-22,,Cristal Casellas,Davenport Diaries,1995-04-25
794,nm6145626,2018-05-22,2018-05-22,,Maria Borges,Kanye West: Wolves,1992-10-28
795,nm0418945,2018-05-22,2018-05-22,,Jessica Jarrell,The Back-up Plan,1995-01-01
796,nm8280938,2018-05-22,2018-05-22,,Tiffany Ayoung,Coming 2 America,1992-03-23
797,nm0783006,2018-05-22,2018-05-22,,Summer Selby,ZeroZeroZero,
798,nm8292471,2018-05-22,2018-05-22,,Bianca Bonnie,J-Hope Feat. Becky G: Chicken Noodle Soup,1991-07-01
799,nm2587382,2018-05-22,2018-05-22,,Jessica O'Brien,Sinners,1998-06-10
800,nm7347003,2018-05-22,2018-05-22,,Devin Nelson,One Bedroom,1990-10-19
801,nm7425609,2018-05-22,2018-05-22,,Kane L. Brown,Law & Order: Special Victims Unit,1991-06-07
802,nm7219774,2018-05-22,2018-05-22,,Jazmin Johnson,Sounds of War,1997-11-12
803,nm8319149,2018-05-22,2018-05-22,,Stella Williams,I Got the Hook Up 2,1995-08-08
804,nm0881018,2018-05-22,2018-05-22,,Kianna Underwood,All That,1992-11-28
805,nm9746452,2018-05-22,2018-05-22,,Simena Jazell,Creed II,1991-07-21
806,nm2624172,2018-05-22,2018-05-22,,Samantha Sadoff,Monsters University,1997-12-31
807,nm8819669,2018-05-22,2018-05-22,,Selena Buckle,Web of Lies,1993-08-22
808,nm5902357,2018-05-22,2018-05-22,,Sophiane Cineus,You Belong to Me,1990-06-02
809,nm8623391,2018-05-22,2018-05-22,,Marissa Hopkins,Nicky Jam: Hasta el amanecer,1997-08-29
810,nm4293227,2018-05-22,2018-05-22,,Emma Louise Cargill,HBK The Prequel,1990-07-27
811,nm1877460,2018-05-22,2018-05-22,,Adenrele Ojo,Elevate,1970-11-27
812,nm9167176,2018-05-22,2018-05-22,,Ashley Shanea,To Be Free,1992-11-16
813,nm1982714,2018-05-22,2018-05-22,,Gabrielle Anderson,Madea's Family Reunion,1993-03-26
814,nm7269794,2018-05-22,2018-05-22,,Kasturi,Space Command,1991-10-17
815,nm7464071,2018-05-22,2018-05-22,,Valerie Fairman,16 and Pregnant,1993-10-05
816,nm4502455,2018-05-22,2018-05-22,,Adi Alfa,Traces,1986-08-27
817,nm5949673,2018-05-22,2018-05-22,,Aisha Bryant,Reach: Webseries,
818,nm3113362,2018-05-22,2018-05-22,,Akosua Adoma Owusu,Me broni ba,1984-01-01
819,nm3019971,2018-05-22,2018-05-22,,Alana Gordillo,Saige Paints the Sky,
820,nm1082687,2018-05-22,2018-05-22,,Alek Wek,Suspiria,1977-04-16
821,nm3780698,2018-05-22,2018-05-22,,Ali Chapman,Ethnically Ambiguous,
822,nm7433099,2018-05-22,2018-05-22,,Alice Rose,But Deliver Us from Evil,
823,nm4693325,2018-05-22,2018-05-22,,Alicia Monet Caldwell,Clinger,1989-06-14
824,nm2635989,2018-05-22,2018-05-22,,Aliza Pearl,Pizzazz: Where's My Movie?,
825,nm2367609,2018-05-22,2018-05-22,,Amanda Van Annan,Body of Night,
826,nm0828226,2018-05-22,2018-05-22,,Amber Stevens West,22 Jump Street,1986-10-07
827,nm1208422,2018-05-22,2018-05-22,,Andrea Lyman,Interference,
828,nm1860583,2018-05-22,2018-05-22,,Andrea N. Winters,Night Fangs,1978-05-11
829,nm7878465,2018-05-22,2018-05-22,,Anele Lundborg,The Coroner: I Speak for the Dead,
830,nm1962660,2018-05-22,2018-05-22,,Angela Ardis,Keys to the City,
831,nm1040833,2018-05-22,2018-05-22,,Angela Matemotja,9-1-1: Lone Star,
832,nm0712740,2018-05-22,2018-05-22,,Angela Ray,Robbie,
833,nm0514076,2018-05-22,2018-05-22,,Angelica Lisk-Hann,Shazam!,1969-02-20
834,nm1891934,2018-05-22,2018-05-22,,Anita Maria Taylor,The Brothers Solomon,
835,nm1869008,2018-05-22,2018-05-22,,Anya Engel-Adams,CSI: NY,
836,nm0055847,2018-05-22,2018-05-22,,April Barnett,Pete,1966-09-08
837,nm1788122,2018-05-22,2018-05-22,,Ashley Dyke,12 Years a Slave,
838,nm8173771,2018-05-22,2018-05-22,,Ashli Auguillard,Phishing for Love,
839,nm7836099,2018-05-22,2018-05-22,,Aurora James,The Fashion Fund,
840,nm1485871,2018-05-22,2018-05-22,,Ayana O'Shun,The Day After Tomorrow,
841,nm6928803,2018-05-22,2018-05-22,,Aysia Garza,Bad Girls Club,
842,nm0563740,2018-05-22,2018-05-22,,Aïssa Maïga,Les poupées russes,
843,nm8750457,2018-05-22,2018-05-22,,Belle Oceanne Iradukunda,Thank you for underestimating me,1996-11-11
844,nm0645651,2018-05-22,2018-05-22,,Betty Okino,Æon Flux,1975-06-04
845,nm2351750,2018-05-22,2018-05-22,,Blesst Bowden,Behold My Heart,1997-11-09
846,nm7456863,2018-05-22,2018-05-22,,Brenda Monks,The Last O.G.,
847,nm1560736,2018-05-22,2018-05-22,,Brenda Vivian,50 First Dates,1977-10-20
848,nm8834705,2018-05-22,2018-05-22,,Bria Wade,Where the Water Runs,
849,nm3918611,2018-05-22,2018-05-22,,Brie Carter,Runaways,
850,nm7023323,2018-05-22,2018-05-22,,Brittany Shonka,Capsule,
851,nm4532706,2018-05-22,2018-05-22,,Brittany-Elle Benson,Last to Love,
852,nm2973504,2018-05-22,2018-05-22,,Caitlin Stryker,Land of Smiles,
853,nm1335769,2018-05-22,2018-05-22,,Candace Smith,End of Watch,1977-02-01
854,nm1484341,2018-05-22,2018-05-22,,Carla Renata,Superstore,
855,nm0121620,2018-05-22,2018-05-22,,Carlease Burke,Child's Play,
856,nm0601000,2018-05-22,2018-05-22,,Carlene Moore,WWF SmackDown!,1972-08-27
857,nm0371714,2018-05-22,2018-05-22,,Carmen Hayward,Hope 4 Dating in LA,1952-06-05
858,nm7115819,2018-05-22,2018-05-22,,CarolAnn Cooper,Bull-E,
859,nm6647913,2018-05-22,2018-05-22,,Carolyn Davenport,Decisions,
860,nm6880684,2018-05-22,2018-05-22,,Cashmere Bonton,Acts of Violence,
861,nm4841879,2018-05-22,2018-05-22,,Cassi Maddox,Insatiable,
862,nm2846351,2018-05-22,2018-05-22,,Celestine Rae,A Brother's Honor,
863,nm5271083,2018-05-22,2018-05-22,,Challedon Saltor,Genius,
864,nm3568982,2018-05-22,2018-05-22,,Chanel Iman,Dope,
865,nm0051224,2018-05-22,2018-05-22,,Charli Baltimore,Fish Tank,1974-08-16
866,nm6140320,2018-05-22,2018-05-22,,Chavonne LeNoir,Hit-N-Run,
867,nm0113238,2018-05-22,2018-05-22,,Chelsea Brown,The Thing with Two Heads,1942-12-06
868,nm0424762,2018-05-22,2018-05-22,,Cherie Johnson,Punky Brewster,1975-11-21
869,nm2582030,2018-05-22,2018-05-22,,Cherrelle E'Lan,Black in the Future,
870,nm2487832,2018-05-22,2018-05-22,,Chika Ike,Miss Teacher,
871,nm2787411,2018-05-22,2018-05-22,,Chuanda Mason,Try to Smile,1979-06-11
872,nm1822939,2018-05-22,2018-05-22,,Chyna Layne,In Broad Daylight,
873,nm6027609,2018-05-22,2018-05-22,,Cleo Rinkwest,Kite,
874,nm0942297,2018-05-22,2018-05-22,,Coffee Wright,Killin' Me Softly,
875,nm8896354,2018-05-22,2018-05-22,,Cree Armstead,Twisted,
876,nm3502799,2018-05-22,2018-05-22,,Crystal Coney,The Rookie,
877,nm1721527,2018-05-22,2018-05-22,,Crystal Kay,He's Just Not That Into You,1986-02-26
878,nm2802243,2018-05-22,2018-05-22,,Crystal Lee Brown,The Good Lord Bird,
879,nm0004952,2018-05-22,2018-05-22,,Cynthia Garrett,This Revolution,1964-02-16
880,nm2425705,2018-05-22,2018-05-22,,D. Woods,Stomp the Yard,1985-07-06
881,nm3934824,2018-05-22,2018-05-22,,Daisy Hobbs,Outcast,
882,nm3182920,2018-05-22,2018-05-22,,Danielle Vega,East Los High,1986-02-04
883,nm0915125,2018-05-22,2018-05-22,,Danièle Watts,Django Unchained,1985-11-03
884,nm1051000,2018-05-22,2018-05-22,,Dartenea Bryant,Captain America: Civil War,
885,nm2146582,2018-05-22,2018-05-22,,Dayan Kodua,Crank,
886,nm2026785,2018-05-22,2018-05-22,,Debra Ann Townes,Au Pair Chocolat,1963-09-08
887,nm6290290,2018-05-22,2018-05-22,,Desirae Whitfield,Barbie Dreamhouse Adventures,2002-07-03
888,nm2319292,2018-05-22,2018-05-22,,Devereau Chumrau,Alita: Battle Angel,
889,nm9514709,2018-05-22,2018-05-22,,Desiree Geraldine,The Commando,1992-01-14
890,nm2824588,2018-05-22,2018-05-22,,Djaka Souaré,Jazz in Wakanda,
891,nm7315121,2018-05-22,2018-05-22,,Dreah Marie,S.W.A.T.,
892,nm3695397,2018-05-22,2018-05-22,,Ebele Okoye,The Legacy of Rubies,1969-10-06
893,nm3814005,2018-05-22,2018-05-22,,Eboni Gentry,Choices,
894,nm6890543,2018-05-22,2018-05-22,,Ej Peterson,Hightown,
895,nm0011572,2018-05-22,2018-05-22,,Elizabeth Adare,Crown Court,1949-06-03
896,nm8075647,2018-05-22,2018-05-22,,Liz Esguerra,Glitch,
897,nm5330683,2018-05-22,2018-05-22,,Elizabeth Haley,Animal Kingdom,1991-10-08
898,nm1897878,2018-05-22,2018-05-22,,Elizabeth Woodward,World Trade Center,
899,nm0236177,2018-05-22,2018-05-22,,Elle Downs,The Best Man Holiday,1973-04-27
900,nm1715243,2018-05-22,2018-05-22,,Erika Coleman,Loki,
901,nm0295214,2018-05-22,2018-05-22,,Esther Friedman,Norbit,
902,nm0914083,2018-05-22,2018-05-22,,Ethel Waters,Cabin in the Sky,1896-10-31
903,nm6741996,2018-05-22,2018-05-22,,Evelyn Joy Pointer,Parts Per Billion,
904,nm2457155,2018-05-22,2018-05-22,,Faa Brimmo,Captain America: Civil War,
905,nm1650044,2018-05-22,2018-05-22,,Fabiola Calixte,The Debt,1985-09-15
906,nm0215297,2018-05-22,2018-05-22,,Fanny Belle DeKnight,Hallelujah,1869-05-22
907,nm1477426,2018-05-22,2018-05-22,,Faye Peters,Beyond Borders,
908,nm0716610,2018-05-22,2018-05-22,,Florence Regina,The Flight Attendant,1960-08-20
909,nm0913444,2018-05-22,2018-05-22,,Fredi Washington,Imitation of Life,1903-12-23
910,nm2175087,2018-05-22,2018-05-22,,Funlola Aofiyebi,The Figurine,
911,nm7118296,2018-05-22,2018-05-22,,FyrePhoenix,Confusion 2: Betrayal,
912,nm4083120,2018-05-22,2018-05-22,,Gabrielle Elyse,"Nicky, Ricky, Dicky & Dawn",
913,nm0268124,2018-05-23,2018-05-23,,Gabrielle Made,Just Like Heaven,
914,nm0279500,2018-05-23,2018-05-23,,Gail Fisher,Mannix,1935-08-18
915,nm4381859,2018-05-23,2018-05-23,,Gail Mabalane,Indemnity,
916,nm0351413,2018-05-23,2018-05-23,,Galyn Görg,RoboCop 2,1964-07-15
917,nm2105039,2018-05-23,2018-05-23,,Genevieve Nnaji,Road to Yesterday,1979-05-03
918,nm0402820,2018-05-23,2018-05-23,,Gigi Hunter,Coming to America,
919,nm0914089,2018-05-23,2018-05-23,,Gillian White,Take Back,1975-01-16
920,nm2046287,2018-05-23,2018-05-23,,Harriett D. Foy,P-Valley,1962-08-24
921,nm1190513,2018-05-23,2018-05-23,,Hayley Marie Norman,Hancock,1984-03-03
922,nm7340205,2018-05-23,2018-05-23,,Helena Holmes,A Dark Twisted World: Salvation 1:1,
923,nm0799968,2018-05-23,2018-05-23,,Hilda Simms,The Joe Louis Story,1918-04-15
924,nm1407436,2018-05-23,2018-05-23,,Ice Neal,Eva's Diamond,
925,nm7341763,2018-05-23,2018-05-23,,Iesha Rochelle,Chicago P.D.,
926,nm9146700,2018-05-23,2018-05-23,,Inertia Justice,Do's and Don'ts of Dating,
927,nm0736917,2018-05-23,2018-05-23,,Ingrid Rogers,Bosch,1968-04-27
